uniqueID,drugName,condition,review,rating,date,usefulCount
178388,Duloxetine,Depression,"""Was on 120mg for 2.5 years after trying most of the antidepressants on the market. It worked the longest and the best on my Treatment Resistant Depression (TRD) out of all the other SSRI's I've been on over the last 10 years. Unfortunately, its effectiveness began to drop out and my depression came back so I had to switch to something else. If you have been taking this medication for an extended period of time and need to stop taking it, please wean slowly and do so only with the help of your doctor. Many people, including myself suffered for weeks from terrible withdrawal - symptoms included vomiting, dizziness, head spins, extreme fatigue and a worsening of depression symptoms. """,7,2009-03-31,75
179297,Olanzapine,Depression,"""I don't have as many crying spells as I used to.""",9,2015-02-13,42
230100,Glipizide,"Diabetes, Type 2","""Type 2. Active mom, 47, work, dance, sing, travel. 
1000mg metformin twice a day, readings with Tradjenta between 140-230. Another doctor recommended yesterday to try Glipizide for 30 days, this morning a surprising 104. Feeling well.""",9,2015-04-05,46
13832,Bydureon,"Diabetes, Type 2","""Second time Dr, put me on bydureon. Been on for 6 weeks this time and my sugar level hasn't been below 200 except twice. Lost a few lbs. No side effects. I feel ok but want sugar level back in the 100s when I was taking the another med which was worked great. The only reason I am off that med is because the military switched do to cost (budget). I need to get my A1c check.""",4,2016-10-04,11
29009,Lexapro,Depression,"""Has done wonders for my state of mind. I think it's awesome.""",9,2008-05-13,35
197775,Desvenlafaxine,Depression,"""Have only been using Pristiq for two days but it seems more effective with my depression and anxiety issues.""",8,2008-11-07,17
45724,Fluoxetine,Depression,"""Prozac has taken my body aches away,  Prevents me from obsessing over what someone else did or said.  Helps with anxiety, depression, stress, and crying.  A lot of the other medications I had an allergic reaction to, or they made me lethargic and gain weight. Problems with short term memory and retaining new information, but that could be my age of 60.""",9,2012-02-26,33
120943,Venlafaxine,Depression,"""Left me with Post-SSRI Sexual Dysfunction.. a year and a half passed by without significant improvement. I had been using 75 mg for less than a year.

I recommend you to never take a SSRI.""",1,2017-08-03,1
70959,Oleptro,Depression,"""I took 1/2 of 150 mg Oleptro for 4 days and had the worst experience of my life. After the first dose, I slept for 19 hours and still woke feeling heavily medicated. After two cups of coffee and a meal, was able to stay awake for five hours but was not totally coherent. Took another 1/2 pill at bedtime and slept without waking until 10:00 the next morning. During all of this ""rest"" I had the strangest dreams. Not nightmares, but they left me feeling bad and confused. I was able to stay awake and plant flowers, but still felt drugged. I also had an overwhelming feeling of sadness that brought me to tears. Monday morning, I woke up vomiting with severe stomach pains. My vision became more blurred with each day. I have been out of work for a week. """,1,2010-10-29,78
205781,Pristiq,Depression,"""I was taking Pristiq for 3 weeks and it was working well.  After six weeks I started experiencing extreme agitation and severe headaches where I could not function.  """,2,2010-07-12,14
171395,Wellbutrin,Depression,"""I started on Lexapro which worked at first for me, then a month later made me feel like a zombie because I was so drowsy so my doctor started me on 200mg of Wellbutrin a day. The first few days were fine and then after about a week the crazy suicidal thoughts started. Then came the mood swings and short fuze. After 2 weeks of this medication I couldnt stand anyone around me or even myself. I didnt want to be talked to or even looked at I felt depressed, life wasn't worth anything. So, my doctor changed me to Prozac 20mg and so far seems to be a good fit.""",1,2016-11-11,20
196666,Atacand,High Blood Pressure,"""The only medication that controls my blood press all the time, even when in a stressful situation. Still have to take a diuretic. No hot flashes or ear draining.""",10,2017-10-28,0
188066,Symbyax,Depression,"""Have been taking this for two weeks. My children and husband can tell what a difference it has made, though I have been much harder to wake up in the morning.  That is the reason I rated it a 9. I do sleep better, focus better, but one issue, I am having trouble remembering what I have done in the evenings after I take my medication.""",9,2009-09-02,30
113925,Amlodipine,High Blood Pressure,"""Have been taking Amlodipine for 4 days now. After first day felt fine, second day had a panic attack on the train to work, shook me to the core and haven't felt right since. Fluttering heartbeat, feeling nervous and anxious for no reason, feeling like I'm not totally in my body or in the moment. Woke up at 4am and had a mild panic attack and couldn't sleep for another hour. Ringing in ears and tingling fingers and toes. Taking this with perindopril combi 5mg, have NEVER had any adverse reaction to previous blood pressure medication. I'm so scared to keep taking this medication, thought I was imagining things until I researched and found many, many others similar and worse reactions. Have scheduled doctor appointment to change meds. I'm 20&F""",3,2017-01-23,40
64084,Sertraline,Depression,"""I was prescribed Zoloft 10 years ago when I went through a very stressful experience and started having panic attacks & depression  I found Zoloft to be fantastic; a true 'happy pill'!  Within a month, life felt like living again, my panic attacks ceased, I was far better able to cope with my circumstances at the time, and I was able to stop taking it a few months later.  I took it again a year later on the advice of a doctor, who suggested it for my chronic irritable bowel syndrome; unfortunately it did not work for this condition.  However, I mistakenly stopped taking Zoloft suddenly instead of gradually reducing the dose, and began having severe hypnic jerks at night , which are a known side effect.""",8,2017-03-27,31
183036,Cymbalta,Depression,"""Very helpful but over last year or so waining effectivness.""",10,2015-01-21,34
163795,Mirtazapine,Depression,"""I have only been on it for 2 days. But the first day I took it, I slept for a solid 16 hours and this morning I feel groggy and lifeless. I just feel like I can't wait to get my son to school so I can go back to bed. """,6,2011-09-23,8
178425,Duloxetine,Depression,"""Best I've felt in a long time.""",9,2008-10-17,42
11359,Telmisartan,High Blood Pressure,"""Micardis has stabilized my blood pressure. I can't take the Micardis with HCT because I have had problems with my kidneys. I do feel less patient and irritable to my wife and kids.""",8,2009-04-04,58
186573,Desvenlafaxine,Depression,"""I was taking Pristiq for 3 weeks and it was working well.  After six weeks I started experiencing extreme agitation and severe headaches where I could not function.  """,2,2010-07-12,14
97211,St. john's wort,Depression,"""Fantastic product .... seriously you most try for anxiety or low mood . Man of 46 I suffer stress anxiety low mood .... 450mg twice a day .... boom .... works a treat .... go for it .... don't delay you will better in no time""",10,2017-01-03,63
